3565	main_warhammer	wh_main_nordland_dietershafen	primary	wh_main_human_minor_primary_coast	false
3571	main_warhammer	wh_main_nordland_salzenmund	primary	wh2_main_special_salzenmund_primary	false
3578	main_warhammer	wh_main_ostland_norden	primary	wh_main_human_minor_primary_coast	false
3582	main_warhammer	wh_main_ostland_wolfenburg	primary	wh_main_human_major_primary	false
3591	main_warhammer	wh_main_ostland_castle_von_rauken	primary	wh_main_human_minor_primary	false
3596	main_warhammer	wh_main_hochland_brass_keep	primary	wh_main_human_minor_primary	false
3597	main_warhammer	wh_main_hochland_hergig	primary	wh_main_human_major_primary	false
3607	main_warhammer	wh_main_middenland_carroburg	primary	wh_main_special_carroburg_primary	false
3614	main_warhammer	wh_main_middenland_weismund	primary	wh_main_human_minor_primary	false
3619	main_warhammer	wh_main_middenland_middenheim	primary	wh_main_special_middenheim_primary	false
3626	main_warhammer	wh_main_talabecland_kemperbad	primary	wh_main_human_minor_primary	false
3628	main_warhammer	wh_main_talabecland_talabheim	primary	wh_main_special_talabheim_primary	false
3632	main_warhammer	wh_main_ostermark_bechafen	primary	wh_main_human_major_primary	false
3649	main_warhammer	wh_main_nordland_dietershafen	secondary	wh_main_human_minor_secondary_furs	false
3653	main_warhammer	wh_main_nordland_salzenmund	secondary	wh2_main_special_salzenmund_secondary	false
3655	main_warhammer	wh_main_ostland_norden	secondary	wh_main_human_minor_secondary	false
3658	main_warhammer	wh_main_ostland_wolfenburg	secondary	wh_main_human_major_secondary_gold	false
3661	main_warhammer	wh_main_ostland_castle_von_rauken	secondary	wh_main_human_minor_secondary	false
3665	main_warhammer	wh_main_hochland_brass_keep	secondary	wh_main_human_minor_secondary_dyes	false
3675	main_warhammer	wh_main_hochland_hergig	secondary	wh_main_human_major_secondary_timber	false
3680	main_warhammer	wh_main_middenland_carroburg	secondary	wh_main_special_carroburg_secondary	false
3685	main_warhammer	wh_main_middenland_weismund	secondary	wh_main_human_minor_secondary_timber	false
3690	main_warhammer	wh_main_middenland_middenheim	secondary	wh_main_special_middenheim_secondary	false
3693	main_warhammer	wh_main_talabecland_kemperbad	secondary	wh_main_human_minor_secondary	false
3703	main_warhammer	wh_main_talabecland_talabheim	secondary	wh_main_special_talabheim_secondary	false
3713	main_warhammer	wh_main_ostermark_bechafen	secondary	wh_main_human_major_secondary_pottery	false
4138	main_warhammer	wh_main_ostermark_essen	primary	wh_main_human_minor_primary	false
4144	main_warhammer	wh_main_reikland_eilhart	primary	wh_main_human_minor_primary	false
4146	main_warhammer	wh_main_reikland_altdorf	primary	wh_main_special_altdorf_primary	false
4147	main_warhammer	wh_main_reikland_helmgart	primary	wh_main_human_minor_primary	false
4148	main_warhammer	wh_main_reikland_grunburg	primary	wh_main_human_minor_primary	false
4149	main_warhammer	wh_main_stirland_wurtbad	primary	wh_main_human_major_primary	false
4152	main_warhammer	wh_main_stirland_the_moot	primary	wh_main_human_minor_primary	false
4155	main_warhammer	wh_main_averland_averheim	primary	wh_main_human_major_primary	false
4157	main_warhammer	wh_main_averland_grenzstadt	primary	wh_main_human_minor_primary	false
4163	main_warhammer	wh_main_wissenland_nuln	primary	wh_main_special_nuln_primary	false
4170	main_warhammer	wh_main_wissenland_wissenburg	primary	wh_main_human_minor_primary	false
4171	main_warhammer	wh_main_wissenland_pfeildorf	primary	wh_main_human_minor_primary	false
4176	main_warhammer	wh_main_ostermark_essen	secondary	wh_main_human_minor_secondary_pastures	false
4178	main_warhammer	wh_main_reikland_eilhart	secondary	wh_main_human_minor_secondary	false
4181	main_warhammer	wh_main_reikland_altdorf	secondary	wh_main_special_altdorf_secondary	false
4188	main_warhammer	wh_main_reikland_helmgart	secondary	wh_main_human_minor_secondary	false
4191	main_warhammer	wh_main_reikland_grunburg	secondary	wh_main_human_minor_secondary_pastures	false
4197	main_warhammer	wh_main_stirland_wurtbad	secondary	wh_main_human_major_secondary_wine	false
4200	main_warhammer	wh_main_stirland_the_moot	secondary	wh_main_human_minor_secondary	false
4210	main_warhammer	wh_main_averland_averheim	secondary	wh_main_human_major_secondary	false
4218	main_warhammer	wh_main_averland_grenzstadt	secondary	wh_main_human_minor_secondary_pottery	false
4228	main_warhammer	wh_main_wissenland_nuln	secondary	wh_main_special_nuln_secondary	false
4229	main_warhammer	wh_main_wissenland_wissenburg	secondary	wh_main_human_minor_secondary_marble	false
4232	main_warhammer	wh_main_wissenland_pfeildorf	secondary	wh_main_human_minor_secondary_iron	false
4240	main_warhammer	wh_main_western_sylvania_fort_oberstyre	secondary	wh_main_human_minor_secondary	false
4244	main_warhammer	wh_main_western_sylvania_castle_templehof	primary	wh_main_human_major_primary	false
4254	main_warhammer	wh_main_western_sylvania_schwartzhafen	secondary	wh_main_human_minor_secondary_pastures	false
4257	main_warhammer	wh_main_eastern_sylvania_eschen	secondary	wh_main_human_minor_secondary_wine	false
4267	main_warhammer	wh_main_eastern_sylvania_waldenhof	secondary	wh_main_human_minor_secondary	false
4272	main_warhammer	wh_main_eastern_sylvania_castle_drakenhof	primary	wh_main_special_castle_drakenhof_primary	false
4279	main_warhammer	wh_main_northern_grey_mountains_grung_zint	secondary	wh_main_human_minor_secondary_marble	false
4289	main_warhammer	wh_main_northern_grey_mountains_karak_ziflin	primary	wh_main_human_minor_primary	false
4297	main_warhammer	wh_main_southern_grey_mountains_karak_azgaraz	secondary	wh_main_human_minor_secondary	false
4304	main_warhammer	wh_main_southern_grey_mountains_karak_norn	primary	wh_main_human_major_primary	false
4306	main_warhammer	wh_main_southern_grey_mountains_grimhold	secondary	wh_main_human_minor_secondary	false
4314	main_warhammer	wh_main_the_vaults_karak_bhufdar	secondary	wh_main_human_minor_secondary_timber	false
4324	main_warhammer	wh_main_the_vaults_karak_izor	primary	wh2_main_special_karak_izor_primary	false
4325	main_warhammer	wh_main_the_vaults_zarakzil	secondary	wh_main_human_minor_secondary	false
4335	main_warhammer	wh_main_black_mountains_karak_hirn	primary	wh_main_human_major_primary	false
4344	main_warhammer	wh_main_black_mountains_karak_angazhar	secondary	wh_main_human_minor_secondary_pastures	false
4346	main_warhammer	wh_main_black_mountains_mighdal_vongalbarak	secondary	wh_main_human_minor_secondary	false
4352	main_warhammer	wh_main_zhufbar_karag_dromar	secondary	wh_main_special_karag_dromar_secondary	false
4361	main_warhammer	wh_main_zhufbar_oakenhammer	secondary	wh_main_human_minor_secondary	false
