att_fact_blue	2041769781	wh_main_sc_emp_empire	playable	Blue	Blue	Blue	89	default	false	ui\flags\wh_main_brt_artois		ui\flags\wh_main_brt_artois	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_vampire_counts	false	false	0	false	false	207	207		You are attacking Red Shield!	You are defending against Red Shield!	FACTION_ODA	 	 	 	0	0	0	500		wh_main_vo_culture_Orc	default	emp		false			false	core	default	LOCKED_STANDARD	wh_main_vo_actor_Vampire_Lord
att_fact_red	2041769771	wh_main_sc_emp_empire	playable	Red	Red	Red	89	default	false	ui\flags\wh_main_brt_artois		ui\flags\wh_main_brt_artois	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_vampire_counts	false	false	0	false	false	207	207		You are attacking Red Shield!	You are defending against Red Shield!	FACTION_ODA	 	 	 	0	0	0	500		wh_main_vo_culture_Orc	default	emp		false			false	core	default	LOCKED_STANDARD	wh_main_vo_actor_Vampire_Lord
att_fact_yellow	2041769764	wh_main_sc_emp_empire	playable	Yellow	Yellow	Yellow	89	default	false	ui\flags\wh_main_brt_artois		ui\flags\wh_main_brt_artois	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_vampire_counts	false	false	0	false	false	207	207		You are attacking Red Shield!	You are defending against Red Shield!	FACTION_ODA	 	 	 	0	0	0	500		wh_main_vo_culture_Orc	default	emp		false			false	core	default	LOCKED_STANDARD	wh_main_vo_actor_Vampire_Lord
wh_dlc03_bst_beastmen	2041769088	wh_dlc03_sc_bst_beastmen	playable	Beastmen	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen		ui\flags\wh_dlc03_bst_beastmen	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	true	false	71	false	false	131	131	wh_dlc03_bst_beastmen	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	 	 	 	6	6	6	0		wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst		false	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_inf_bestigor_herd_0	false	core	WH_Beastmen_Khazrak	LOCKED_HORDE	wh_dlc03_vo_actor_Beastlord
wh_dlc03_bst_beastmen_ally	2041770846	wh_dlc03_sc_bst_beastmen	playable	Beastmen	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_rebels		ui\flags\wh_dlc03_bst_beastmen_rebels	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	false	false	71	false	false	131	131	wh_dlc03_bst_beastmen	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	 	 	 	6	6	6	0		wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst		false			true	core	WH_Beastmen	LOCKED_HORDE	wh_dlc03_vo_actor_Beastlord
wh_dlc03_bst_beastmen_brayherd	2041770807	wh_dlc03_sc_bst_beastmen	playable	Beastmen Brayherd	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen_brayherd	false	ui\flags\wh_dlc03_bst_beastmen		ui\flags\wh_dlc03_bst_beastmen	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	false	false	71	false	false	131	131	wh_dlc03_bst_beastmen	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	 	 	 	6	6	6	0		wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst		false		wh_dlc03_bst_inf_bestigor_herd_0	false	core	WH_Beastmen_Brayherd	LOCKED_COMPANION	wh_dlc03_vo_actor_Beastlord
wh_dlc03_bst_beastmen_chaos	2041770872	wh_dlc03_sc_bst_beastmen	playable	Warherd of Chaos	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_chaos		ui\flags\wh_dlc03_bst_beastmen_chaos	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	false	false	71	false	false	131	131	wh_dlc03_bst_beastmen	You are attacking the Warherd of Chaos!	You are defending against the Warherd of Chaos!	FACTION_CHOSOKABE	 	 	 	6	6	6	0		wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst		false	wh_dlc03_bst_beastmen_chaos_brayherd	wh_dlc03_bst_inf_bestigor_herd_0	false	core	WH_Beastmen	LOCKED_HORDE	wh_dlc03_vo_actor_Beastlord
wh_dlc03_bst_beastmen_chaos_brayherd	2041770873	wh_dlc03_sc_bst_beastmen	playable	Brayherd of Chaos	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen_brayherd	false	ui\flags\wh_dlc03_bst_beastmen_chaos		ui\flags\wh_dlc03_bst_beastmen_chaos	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	false	false	71	false	false	131	131	wh_dlc03_bst_beastmen	You are attacking the Brayherd of Chaos!	You are defending against the Brayherd of Chaos!	FACTION_CHOSOKABE	 	 	 	6	6	6	0		wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst		false		wh_dlc03_bst_inf_bestigor_herd_0	false	core	WH_Beastmen_Brayherd	LOCKED_COMPANION	wh_dlc03_vo_actor_Beastlord
wh_dlc03_bst_beastmen_qb1	2041770671	wh_dlc03_sc_bst_beastmen	playable	Beastmen	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_rebels		ui\flags\wh_dlc03_bst_beastmen_rebels	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	false	false	71	false	false	131	131	wh_dlc03_bst_beastmen	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	 	 	 	6	6	6	0		wh_dlc03_vo_culture_Beastmen	default	bst		false			true	core	WH_Beastmen	LOCKED_HORDE	wh_dlc03_vo_actor_Beastlord
wh_dlc03_bst_beastmen_qb2	2041770681	wh_dlc03_sc_bst_beastmen	playable	Beastmen	Beastmen Rebels	Beastmen	131	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_rebels		ui\flags\wh_dlc03_bst_beastmen_rebels	6	6	6	0	0	0	228	180	9	0	0	0	0	0	0	0	0	0	0	0	0	wh_dlc03_group_beastmen	false	false	71	false	false	131	131	wh_dlc03_bst_beastmen	You are attacking Beastmen!	You are defending against Beastmen!	FACTION_CHOSOKABE	 	 	 	6	6	6	0		wh_dlc03_vo_culture_Beastmen	default	bst		false			true	core	WH_Beastmen	LOCKED_HORDE	wh_dlc03_vo_actor_Beastlord
